client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
-1,123,0.4990463852882385,asleep,0.8246767688749185,0.5424038351786326,0.3781181619256017,0.4456009564666994,0.3453909903485981,0.6525316056318304,[[ 101735 8018][ 15631 9504]],101735.0,8018.0,15631.0,9504.0
-1,123,0.4990463852882385,avg,0.8246767688749185,0.7046110820832924,0.6525316056318304,0.6707374628097172,0.3453909903485981,0.6525316056318304,,,,,
-1,124,0.5006005764007568,awake,0.8232681928711227,0.8683754673618496,0.9226444835220904,0.8946877830053233,0.3486595725486403,0.655991030302919,[[ 9786 15349][ 8490 101263]],9786.0,15349.0,8490.0,101263.0
-1,124,0.5006005764007568,asleep,0.8232681928711227,0.5354563361785949,0.3893375770837478,0.4508534703185829,0.3486595725486403,0.6559910303029192,[[ 101263 8490][ 15349 9786]],101263.0,8490.0,15349.0,9786.0
-1,124,0.5006005764007568,avg,0.8232681928711227,0.7019159017702222,0.6559910303029192,0.6727706266619531,0.3486595725486403,0.655991030302919,,,,,
-1,125,0.4977330267429352,awake,0.8224897692900777,0.8617488596409871,0.9312365037857736,0.8951461752701922,0.3226766247169884,0.6394396165238794,[[ 8738 16397][ 7547 102206]],8738.0,16397.0,7547.0,102206.0
-1,125,0.4977330267429352,asleep,0.8224897692900777,0.536567393306724,0.3476427292619853,0.4219217769193626,0.3226766247169884,0.6394396165238794,[[ 102206 7547][ 16397 8738]],102206.0,7547.0,16397.0,8738.0
-1,125,0.4977330267429352,avg,0.8224897692900777,0.6991581264738556,0.6394396165238794,0.6585339760947775,0.3226766247169884,0.6394396165238794,,,,,
-1,126,0.4971626400947571,awake,0.8233497420081846,0.8662273785067044,0.9258790192523212,0.8950604234929358,0.3410655432768981,0.6507652506247681,[[ 9442 15693][ 8135 101618]],9442.0,15693.0,8135.0,101618.0
-1,126,0.4971626400947571,asleep,0.8233497420081846,0.5371792683620641,0.375651481997215,0.4421239932571643,0.3410655432768981,0.6507652506247681,[[ 101618 8135][ 15693 9442]],101618.0,8135.0,15693.0,9442.0
-1,126,0.4971626400947571,avg,0.8233497420081846,0.7017033234343842,0.6507652506247681,0.6685922083750501,0.3410655432768981,0.6507652506247681,,,,,
-1,127,0.492657870054245,awake,0.8249658976335923,0.869056697541707,0.924120525179266,0.8957431776031087,0.3538643194076614,0.6580618539960384,[[ 9853 15282][ 8328 101425]],9853.0,15282.0,8328.0,101425.0
-1,127,0.492657870054245,asleep,0.8249658976335923,0.5419393872724273,0.3920031828128108,0.4549358204820389,0.3538643194076614,0.6580618539960384,[[ 101425 8328][ 15282 9853]],101425.0,8328.0,15282.0,9853.0
-1,127,0.492657870054245,avg,0.8249658976335923,0.7054980424070671,0.6580618539960384,0.6753394990425738,0.3538643194076614,0.6580618539960384,,,,,
-1,128,0.491018533706665,awake,0.8260334499733112,0.8672506107578505,0.9282844204714222,0.8967301852748317,0.3492020905514728,0.6539174240809469,[[ 9540 15595][ 7871 101882]],9540.0,15595.0,7871.0,101882.0
-1,128,0.491018533706665,asleep,0.8260334499733112,0.5479294698753662,0.3795504276904715,0.4484557890283458,0.3492020905514728,0.6539174240809469,[[ 101882 7871][ 15595 9540]],101882.0,7871.0,15595.0,9540.0
-1,128,0.491018533706665,avg,0.8260334499733112,0.7075900403166083,0.6539174240809469,0.6725929871515888,0.3492020905514728,0.6539174240809469,,,,,
-1,129,0.4912655055522918,awake,0.8256479449617461,0.8661627956350049,0.9293140050841436,0.8966278108901665,0.344589976075291,0.6511499406761477,[[ 9375 15760][ 7758 101995]],9375.0,15760.0,7758.0,101995.0
-1,129,0.4912655055522918,asleep,0.8256479449617461,0.5471896340395728,0.372985876268152,0.4435979937541403,0.344589976075291,0.6511499406761478,[[ 101995 7758][ 15760 9375]],101995.0,7758.0,15760.0,9375.0
-1,129,0.4912655055522918,avg,0.8256479449617461,0.7066762148372888,0.6511499406761477,0.6701129023221535,0.344589976075291,0.6511499406761478,,,,,
-1,130,0.4907999336719513,awake,0.827338236166301,0.8696168873917393,0.9267445992364672,0.8972723583690607,0.359808138410394,0.6600104535868034,[[ 9885 15250][ 8040 101713]],9885.0,15250.0,8040.0,101713.0
-1,130,0.4907999336719513,asleep,0.827338236166301,0.5514644351464435,0.3932763079371394,0.4591267998142127,0.359808138410394,0.6600104535868034,[[ 101713 8040][ 15250 9885]],101713.0,8040.0,15250.0,9885.0
-1,130,0.4907999336719513,avg,0.827338236166301,0.7105406612690914,0.6600104535868034,0.6781995790916368,0.359808138410394,0.6600104535868034,,,,,
-1,131,0.491223394870758,awake,0.8272715141450685,0.86788309986213,0.9291591118238226,0.8974764031594463,0.3535524401088609,0.6557671429419492,[[ 9611 15524][ 7775 101978]],9611.0,15524.0,7775.0,101978.0
-1,131,0.491223394870758,asleep,0.8272715141450685,0.5528011043368227,0.3823751740600756,0.4520589826203523,0.3535524401088609,0.655767142941949,[[ 101978 7775][ 15524 9611]],101978.0,7775.0,15524.0,9611.0
-1,131,0.491223394870758,avg,0.8272715141450685,0.7103421020994763,0.6557671429419492,0.6747676928898994,0.3535524401088609,0.6557671429419492,,,,,
